2.590059e-07,-1.19208e-07
0.2999892,-8.73214e-08
0.6000128,-5.270464e-08
0.8999843,-2.201665e-08
1.199985,9.192125e-10
1.499968,2.760369e-08
1.799907,6.735848e-08
2.099863,9.882386e-08
2.399876,1.153086e-07
2.700018,1.54107e-07
2.99994,1.837565e-07
3.300118,2.141083e-07
3.599954,2.431502e-07
3.899838,2.721677e-07
4.199996,3.016849e-07
4.499918,3.308654e-07
4.800061,3.603673e-07
5.099977,3.894995e-07
5.399766,4.180951e-07
5.700024,4.471236e-07
5.999847,4.761633e-07
6.300066,5.049074e-07
6.599883,5.335539e-07
6.900072,5.625298e-07
7.199889,5.912221e-07
7.49981,6.202563e-07
7.799975,6.487169e-07
8.099747,6.776558e-07
8.400006,7.06593e-07
8.69982,7.365421e-07
9.000056,7.648217e-07
9.299832,7.936224e-07
9.599726,8.218832e-07
9.899209,8.509564e-07
10.19879,8.795845e-07
10.49897,9.089916e-07
10.79879,9.37577e-07
11.0986,9.661379e-07
11.39818,9.958484e-07
11.69768,1.024195e-06
11.99722,1.0402e-06
12.29672,1.074046e-06
12.59624,1.103421e-06
12.89583,1.133514e-06
13.19559,1.161714e-06
13.49517,1.190705e-06
13.79465,1.219604e-06
14.09425,1.248773e-06
14.39438,1.277809e-06
14.69429,1.306496e-06
14.99404,1.335054e-06
15.29361,1.364024e-06
15.59314,1.392598e-06
15.89267,1.421605e-06
16.19217,1.450188e-06
16.49169,1.478659e-06
16.79121,1.507518e-06
17.09073,1.536486e-06
17.39025,1.565573e-06
17.69015,1.594126e-06
17.98964,1.622777e-06
18.28919,1.651253e-06
18.58871,1.680178e-06
18.88824,1.709088e-06
19.18778,1.738445e-06
19.48759,1.766988e-06
19.78717,1.794948e-06
20.08661,1.82425e-06
20.38626,1.853068e-06
20.68607,1.88207e-06
20.98563,1.910579e-06
21.28646,1.938838e-06
21.58526,1.967373e-06
21.88518,1.996489e-06
22.18463,2.026658e-06
22.48339,2.054331e-06
22.7865,2.08288e-06
23.08527,2.111273e-06
23.38463,2.140259e-06
23.68452,2.170722e-06
23.98327,2.197892e-06
24.28597,2.226263e-06
24.58568,2.255708e-06
24.88441,2.284297e-06
25.18412,2.31433e-06
25.48341,2.344022e-06
25.78586,2.372962e-06
26.0856,2.400902e-06
26.38496,2.429783e-06
26.68385,2.45756e-06
26.98352,2.487963e-06
27.2858,2.516291e-06
27.58505,2.545529e-06
27.88502,2.573022e-06
28.1839,2.601829e-06
28.48326,2.632205e-06
28.78638,2.660365e-06
29.08516,2.690008e-06
29.38493,2.716614e-06
29.68444,2.747085e-06
29.98333,2.774323e-06
30.28627,2.805177e-06
30.58576,2.833149e-06
30.88446,2.86315e-06
31.18431,2.890459e-06
31.48303,2.917684e-06
31.78599,2.950825e-06
32.08601,2.978269e-06
32.38471,3.006487e-06
32.68438,3.03461e-06
32.98403,3.063919e-06
33.28608,3.094334e-06
33.58603,3.123343e-06
33.8854,3.150195e-06
34.18434,3.179383e-06
34.48394,3.208827e-06
34.78672,3.238802e-06
35.0854,3.266187e-06
35.38508,3.294595e-06
35.68427,3.323006e-06
35.98355,3.355018e-06
36.28667,3.38259e-06
36.5854,3.412356e-06
36.88483,3.442198e-06
37.18453,3.470173e-06
37.48318,3.498534e-06
37.78638,3.529061e-06
38.08583,3.554427e-06
38.38465,3.584273e-06
38.68445,3.612114e-06
38.98368,3.64086e-06
39.2858,3.670539e-06
39.5856,3.699282e-06
39.8853,3.728552e-06
40.184,3.759746e-06
40.48371,3.784793e-06
40.78588,3.814262e-06
41.08524,3.845579e-06
41.38482,3.873261e-06
41.68401,3.901903e-06
41.98346,3.933811e-06
42.28631,3.959743e-06
42.58524,3.989979e-06
42.885,4.019214e-06
43.18458,4.047961e-06
43.48315,4.077483e-06
43.78653,4.105645e-06
44.08569,4.133119e-06
44.38446,4.163313e-06
44.6845,4.194033e-06
44.98304,4.222103e-06
45.28576,4.250488e-06
45.58588,4.279549e-06
45.88475,4.30741e-06
46.18438,4.336424e-06
46.48384,4.367706e-06
46.78607,4.396245e-06
47.08585,4.42516e-06
47.38512,4.452475e-06
47.68433,4.482737e-06
47.98391,4.512178e-06
48.2866,4.540001e-06
48.58544,4.570937e-06
48.88507,4.598581e-06
49.18415,4.627537e-06
49.48331,4.656958e-06
49.78674,4.686733e-06
50.08536,4.714852e-06
50.38477,4.744463e-06
50.68465,4.774279e-06
50.98304,4.803429e-06
51.28638,4.832109e-06
51.58561,4.860587e-06
51.88466,4.890906e-06
52.18424,4.920289e-06
52.48344,4.947662e-06
52.78566,4.978739e-06
53.08541,5.006715e-06
53.38415,5.036448e-06
53.68391,5.066381e-06
53.9835,5.098458e-06
54.28559,5.132181e-06
54.58512,5.17131e-06
54.88475,5.226477e-06
55.18368,5.37469e-06
55.48354,7.154133e-06
55.7861,1.173408e-05
56.08456,1.72612e-05
56.38403,2.499164e-05
56.68334,3.278682e-05
56.98162,4.081007e-05
57.2776,4.929017e-05
57.5766,5.759545e-05
57.87213,6.311802e-05
58.16851,6.827199e-05
58.46717,7.561883e-05
58.69816,7.999822e-05
58.72946,7.999828e-05
58.74846,7.999808e-05
58.75629,7.999822e-05
58.77981,7.99982e-05
58.68407,7.999824e-05
58.70736,7.999824e-05
58.72185,7.999829e-05
